2,Clothes,30-09-2010,167324197,136
3,Baby Food,24-10-2016,877563703,150
6,Household,21-10-2011,634306228,209
6,Fruits,13-04-2016,395841538,495
3,Office Supplies,23-03-2016,215343463,197
2,Fruits,20-10-2013,666298329,925
6,Fruits,18-01-2016,592504966,293
3,Office Supplies,27-11-2015,258074700,466
2,Clothes,18-11-2015,665311276,331
4,Fruits,23-06-2016,907148683,298
4,Personal Care,23-08-2011,742141330,281
3,Cereal,14-04-2017,796188485,102
7,Household,23-11-2016,902598369,390
2,Beverages,27-04-2017,506672132,139
4,Vegetables,28-08-2015,195958602,669
3,Cereal,19-01-2010,178319108,871
2,Beverages,24-03-2016,483253657,138
1,Vegetables,16-06-2015,626646268,673
1,Personal Care,17-01-2014,234352815,513
6,Meat,16-06-2016,409701907,319
2,Cereal,17-12-2010,658323371,160
1,Meat,13-04-2016,514505898,942
5,Vegetables,26-01-2011,764397227,892
1,Office Supplies,17-03-2015,400249803,874
3,Cereal,18-12-2011,318739402,108
6,Snacks,22-11-2010,171029078,155
3,Snacks,15-12-2016,802434384,684
6,Baby Food,22-04-2015,222276437,859
4,Vegetables,13-07-2016,408248364,783
2,Beverages,13-01-2013,300122725,584
2,Meat,26-04-2011,720954883,197
1,Baby Food,16-01-2011,972206628,102
3,Household,26-04-2010,860757625,309
2,Cereal,20-10-2012,292675626,945
2,Beverages,21-01-2013,207120454,127
6,Personal Care,16-11-2013,500682437,108
6,Cereal,13-09-2011,465417182,719
5,Personal Care,16-09-2013,793854320,452
5,Clothes,28-03-2015,680716168,282
4,Clothes,19-02-2014,842634475,111
2,Household,16-01-2016,908903920,187
6,Clothes,14-10-2011,452786338,300
1,Cosmetics,29-07-2010,897369992,151
4,Snacks,18-01-2014,924102389,125
3,Fruits,28-04-2014,812099349,491
3,Baby Food,15-09-2015,102760636,127
2,Meat,13-06-2015,217794787,334
3,Clothes,18-01-2010,155688130,154
3,Beverages,31-12-2015,785239493,275
4,Clothes,30-12-2012,795560204,100
4,Fruits,20-11-2015,746074092,606
4,Baby Food,28-11-2016,356939208,812
4,Personal Care,14-03-2015,999475467,331
1,Cereal,26-10-2015,703250157,726
3,Snacks,23-07-2012,182306802,729
3,Household,29-05-2013,282503831,402
3,Baby Food,15-06-2014,841662013,852
6,Snacks,20-11-2011,950118100,966
2,Vegetables,28-10-2013,591833770,510
1,Household,28-04-2017,726801669,282
5,Baby Food,30-06-2016,271714055,810
3,Baby Food,25-05-2015,153206336,958
2,Household,14-09-2011,747889840,305
2,Baby Food,24-04-2015,984838330,701
3,Vegetables,30-11-2015,122447192,336
4,Clothes,26-04-2010,181005179,827
6,Snacks,27-01-2015,576726281,485
6,Household,18-03-2010,139203059,107
6,Vegetables,25-05-2017,253681457,803
5,Cosmetics,24-04-2015,504631078,106
3,Office Supplies,26-04-2017,403042304,421
3,Meat,16-11-2010,402926003,131
2,Office Supplies,22-07-2015,276206004,228
2,Clothes,17-02-2014,315118634,339
2,Vegetables,14-01-2010,902703082,796
1,Meat,27-07-2015,144317710,206
3,Meat,25-02-2016,451489007,163
2,Fruits,25-09-2010,438697230,630
3,Clothes,26-04-2013,960678708,180
4,Cereal,23-06-2012,242482268,555
2,Baby Food,29-12-2012,629469239,444
1,Beverages,15-07-2014,529831397,246
3,Office Supplies,29-01-2010,947415292,488
7,Fruits,16-11-2014,759852063,412
4,Vegetables,17-06-2013,359490096,905
1,Beverages,16-09-2012,434912097,286
3,Personal Care,16-11-2012,187356221,976
1,Baby Food,16-02-2013,837638700,758
6,Meat,20-03-2014,558236205,122
5,Beverages,20-10-2010,772298371,289
2,Snacks,31-05-2014,520499026,592
2,Clothes,16-08-2014,533573615,184
2,Office Supplies,18-11-2016,581357705,289
7,Household,17-07-2017,519038617,196
5,Vegetables,19-08-2016,163720595,674
2,Cereal,30-01-2012,896007859,877
5,Office Supplies,17-09-2012,956406056,346
1,Personal Care,16-12-2011,601802146,310
3,Baby Food,30-10-2010,169373834,535
2,Personal Care,13-01-2015,300943267,263
5,Clothes,13-11-2012,655637729,237
1,Clothes,20-09-2015,690100896,180
3,Meat,22-02-2016,204753243,360
2,Snacks,24-07-2014,492678296,322
2,Cereal,26-04-2011,294904220,886
2,Personal Care,19-09-2013,573016679,409
3,Fruits,30-05-2013,255189502,352
4,Clothes,30-07-2010,148898494,440
2,Beverages,13-12-2010,334918057,271
6,Meat,14-04-2010,576316010,130
5,Cosmetics,20-04-2012,442729556,623
3,Fruits,26-08-2014,880830419,425
2,Meat,21-04-2010,489807689,139
3,Meat,26-08-2012,753040969,150
2,Beverages,13-05-2014,887865102,250
5,Snacks,14-03-2013,745071160,191
5,Personal Care,13-07-2016,855237424,148
3,Cereal,19-12-2011,237504518,201
2,Baby Food,17-09-2012,781774508,526
1,Cereal,20-09-2011,836013066,433
2,Fruits,16-12-2016,706519019,244
4,Clothes,13-05-2014,183317029,230
3,Personal Care,27-01-2013,638130843,337
3,Office Supplies,16-04-2013,345393693,447
2,Cosmetics,14-09-2016,815177237,208
3,Personal Care,14-08-2016,765464961,393
5,Cereal,18-06-2016,690009915,951
3,Cosmetics,29-12-2011,590783202,124
1,Vegetables,17-06-2017,338146150,346
3,Snacks,19-05-2013,218073737,167
3,Clothes,27-04-2017,758327281,170
1,Office Supplies,23-02-2017,800316083,887
2,Office Supplies,30-07-2012,850173842,219
4,Household,25-03-2011,440761888,462
4,Household,19-02-2016,777136647,431
3,Cereal,14-06-2016,940208518,872
5,Office Supplies,29-09-2010,739235532,266
2,Cereal,19-09-2016,741302764,798
2,Cosmetics,18-08-2011,878240907,259
4,Baby Food,17-06-2016,415723788,121
3,Clothes,31-05-2015,939737737,291
2,Personal Care,27-06-2013,392866647,386
3,Clothes,28-10-2012,145516765,178
3,Beverages,14-04-2014,731768262,169
3,Meat,24-12-2012,975583207,204
1,Office Supplies,20-05-2011,219181811,505
4,Cereal,23-03-2014,368452107,236
3,Cereal,22-12-2016,179515588,176
2,Household,14-12-2012,318775451,801
2,Cosmetics,23-03-2012,610628116,191
4,Meat,18-06-2014,188279759,183
1,Personal Care,30-10-2014,672042548,668
2,Cereal,23-11-2012,863527810,693
2,Cosmetics,28-05-2016,455119216,230
3,Beverages,24-12-2010,149857652,160
2,Cereal,25-04-2013,915062701,731
3,Snacks,13-06-2010,624220693,938
5,Meat,25-12-2016,821130454,350
2,Vegetables,20-09-2010,869903314,234
2,Personal Care,24-08-2012,581046140,188
7,Office Supplies,30-05-2011,576789796,198
2,Snacks,16-07-2016,457485568,877
1,Household,26-08-2011,101274907,419
3,Clothes,13-04-2012,714456641,878
1,Household,22-07-2010,125755107,129
1,Vegetables,28-04-2014,338031995,309
5,Cereal,27-02-2013,748021590,593
3,Beverages,16-10-2012,663585221,269
3,Cosmetics,23-03-2016,362896716,212
5,Snacks,20-05-2012,644442403,358
2,Personal Care,25-01-2012,649744164,146
5,Meat,14-02-2010,522035396,265
5,Baby Food,31-03-2010,454580199,147
2,Cereal,19-07-2014,678723180,951
4,Cosmetics,21-10-2011,873209512,251
7,Vegetables,24-03-2017,912843549,868
2,Household,26-07-2016,467877089,205
3,Clothes,15-07-2012,362683856,181
6,Fruits,15-06-2012,429117238,289
1,Personal Care,31-10-2012,941060817,547
2,Clothes,21-04-2011,112912261,753
2,Cereal,23-04-2011,233151185,406
6,Office Supplies,14-12-2012,907059848,421
2,Beverages,31-07-2015,120624577,138
2,Clothes,20-10-2015,430144202,289
1,Snacks,21-04-2011,412230050,671
1,Cereal,25-06-2014,802108228,590
3,Baby Food,28-06-2011,514685714,923
2,Personal Care,20-09-2012,309399735,403
2,Clothes,26-05-2017,914424121,260
3,Beverages,31-08-2010,878245198,357
4,Household,17-10-2012,619661796,276
6,Household,24-09-2012,562039363,441
3,Office Supplies,28-12-2010,602160489,800
3,Clothes,24-12-2016,270511567,331
2,Office Supplies,15-08-2012,609776675,279
2,Meat,17-04-2014,103417670,890
3,Personal Care,31-10-2010,840703713,100
2,Clothes,28-08-2013,905826032,104
3,Baby Food,23-01-2013,888447463,322
1,Cosmetics,31-08-2015,218117511,123
6,Beverages,31-07-2014,191826283,143
1,Baby Food,14-04-2016,825985467,100
1,Household,24-05-2017,284971034,407
2,Clothes,22-10-2016,138104856,256
3,Fruits,31-08-2010,410435760,409
2,Baby Food,29-04-2011,747325074,142
4,Office Supplies,20-01-2012,997786748,321
4,Meat,27-08-2015,553644263,163
1,Office Supplies,22-05-2010,358630502,293
2,Beverages,25-02-2010,409669291,289
2,Household,20-09-2013,689162337,367
7,Cereal,27-11-2014,973764026,851
5,Fruits,19-08-2016,169860494,301
5,Cosmetics,24-09-2011,170114982,254
6,Snacks,22-12-2016,788502347,411
2,Cereal,18-07-2016,149627196,804
6,Snacks,21-01-2017,763591706,254
3,Clothes,22-11-2014,771069705,197
2,Cosmetics,26-01-2015,633047521,443
4,Household,23-04-2012,880823981,213
1,Vegetables,19-07-2017,766010415,760
1,Office Supplies,17-03-2010,856621015,107
2,Cereal,17-06-2013,816830337,831
3,Office Supplies,15-02-2015,481363666,265
3,Beverages,28-10-2016,812347829,200
2,Household,18-09-2011,210771262,379
2,Meat,19-09-2010,936693751,268
2,Clothes,29-06-2011,753352963,981
3,Cosmetics,17-06-2011,319311463,560
3,Cereal,28-06-2017,329645907,984
6,Fruits,21-03-2016,932761418,255
2,Meat,25-02-2015,703698194,320
1,Cosmetics,13-04-2012,371451461,252
3,Fruits,26-04-2016,540916430,556
2,Beverages,24-02-2015,319288289,106
2,Office Supplies,27-07-2014,128380668,501
3,Cereal,13-03-2013,907304894,626
2,Clothes,28-05-2010,608869445,245
2,Snacks,29-06-2013,440175235,632
2,Personal Care,26-03-2014,266042792,386
4,Vegetables,23-10-2016,649129617,667
3,Meat,30-11-2010,252422320,227
4,Vegetables,19-09-2012,822943198,548
2,Cereal,13-11-2013,426413571,480
5,Household,13-07-2013,428920257,295
1,Household,18-09-2011,749110352,364
1,Cereal,22-06-2010,202657687,114
2,Meat,27-06-2016,124868905,123
3,Vegetables,23-03-2010,524833476,795
3,Cosmetics,31-08-2015,141211926,173
1,Office Supplies,20-03-2013,793718278,405
2,Cosmetics,22-01-2014,515881335,252
3,Snacks,14-10-2013,426528584,793
4,Office Supplies,27-09-2013,494458854,114
3,Meat,26-02-2014,134623563,253
2,Fruits,29-09-2015,575924193,527
2,Snacks,25-07-2017,723189485,652
2,Clothes,31-12-2015,517093265,295
2,Office Supplies,24-01-2016,418621861,439
1,Vegetables,26-06-2012,959074103,177
3,Clothes,26-03-2011,631648480,275
7,Clothes,28-10-2010,997033584,116
2,Clothes,20-01-2010,942927634,751
6,Clothes,18-05-2010,893702447,188
5,Household,23-08-2016,763576686,410
3,Personal Care,13-01-2017,149881255,116
2,Fruits,30-04-2012,744134318,327
3,Cosmetics,18-04-2016,436538159,518
2,Personal Care,21-07-2013,959467208,369
3,Vegetables,13-08-2013,270782792,863
2,Baby Food,16-09-2015,898658740,310
3,Cereal,15-07-2012,491581380,101
2,Fruits,24-10-2016,368349540,115
3,Personal Care,31-05-2017,950791442,519
2,Office Supplies,27-09-2016,698127782,198
3,Snacks,23-08-2014,259917914,423
5,Personal Care,27-09-2016,556714427,171
3,Vegetables,16-09-2015,455880963,378
6,Fruits,14-05-2015,348853957,172
3,Personal Care,21-12-2011,218494737,357
2,Baby Food,18-03-2014,117977130,144
3,Baby Food,19-04-2011,570724570,142
2,Household,28-05-2011,545972287,210
2,Fruits,14-11-2016,278654754,622
3,Personal Care,29-07-2012,582145631,492
2,Office Supplies,20-09-2015,272118747,254
3,Meat,13-04-2014,484560430,384
2,Office Supplies,28-03-2016,625769507,417
5,Household,27-06-2015,622357308,412
3,Office Supplies,16-01-2017,689676892,502
4,Meat,19-02-2014,605659806,257
3,Personal Care,30-05-2011,514446675,286
6,Beverages,21-03-2016,650052726,124
2,Cosmetics,24-05-2015,785178124,134
5,Vegetables,22-10-2011,211994779,256
1,Baby Food,22-12-2010,514037263,622
2,Snacks,14-07-2017,935446202,796
3,Cosmetics,17-02-2013,868574225,244
1,Cosmetics,24-04-2015,945362222,669
1,Cosmetics,17-02-2017,487734019,500
2,Fruits,24-09-2012,237925946,444
3,Meat,27-03-2016,108486831,918
3,Beverages,19-07-2012,532278001,554
4,Office Supplies,21-02-2014,212473285,232
2,Office Supplies,15-02-2017,427909600,357
3,Beverages,22-06-2015,421709620,668
5,Snacks,18-02-2014,992470395,282
1,Snacks,15-01-2013,815240752,653
2,Cosmetics,23-11-2012,988332068,217
3,Fruits,19-04-2015,478732955,454
3,Snacks,29-07-2015,187651050,874
5,Office Supplies,25-05-2010,495124471,377
3,Vegetables,17-12-2011,439568412,628
4,Snacks,25-04-2011,960094201,201
3,Cosmetics,24-10-2010,187399137,116
2,Personal Care,28-04-2017,223963439,261
1,Personal Care,23-08-2011,796179902,350
3,Fruits,26-08-2016,494722354,566
1,Meat,15-11-2010,230577123,637
2,Office Supplies,17-01-2015,659731423,422
2,Meat,31-03-2013,803873765,108
4,Household,29-05-2010,714781939,437
5,Vegetables,25-12-2016,496781003,672
3,Household,29-11-2013,246430909,162
3,Baby Food,13-11-2013,172829806,483
6,Household,16-06-2013,858707129,471
6,Cereal,16-12-2014,951095712,107
5,Household,15-10-2011,248911845,371
3,Clothes,29-04-2011,169391858,203
1,Clothes,31-08-2010,400084578,993
7,Household,14-07-2015,248851335,477
2,Baby Food,15-10-2013,893865954,582
1,Personal Care,28-01-2017,433614766,289
2,Fruits,24-07-2015,922268187,588
3,Vegetables,23-01-2012,402890384,279
2,Office Supplies,26-11-2011,383520543,580
4,Beverages,25-11-2014,331913125,296
3,Clothes,25-06-2014,673210704,245
2,Beverages,14-09-2014,575453412,264
6,Meat,19-07-2014,851190078,179
3,Office Supplies,23-01-2014,133282029,523
7,Clothes,29-07-2010,724903094,135
2,Cereal,18-01-2010,949539601,102
2,Office Supplies,24-09-2015,100990378,217
2,Cosmetics,18-05-2012,858904111,201
2,Baby Food,24-03-2011,284904086,132
2,Office Supplies,30-05-2013,556671941,237
4,Clothes,15-11-2014,602183663,300
2,Snacks,14-05-2014,299462687,635
2,Clothes,29-05-2016,457165849,157
2,Beverages,29-11-2015,207893359,289
2,Baby Food,21-04-2016,329917562,140
1,Personal Care,25-02-2015,342037284,299
7,Beverages,31-01-2011,283363854,799
4,Household,24-02-2015,263321101,713
1,Snacks,30-09-2016,911645352,484
6,Clothes,17-02-2010,228385436,114
3,Cosmetics,16-05-2011,718870913,229
5,Household,19-01-2013,494276463,313
5,Beverages,19-11-2016,641418159,277
6,Household,15-11-2014,861907327,320
2,Clothes,30-01-2012,230935895,283
2,Fruits,27-12-2011,934260451,504
1,Household,30-12-2014,320502793,138
1,Personal Care,25-08-2014,242836749,546
5,Cosmetics,13-02-2013,374748647,139
3,Household,28-12-2012,762814080,125
2,Snacks,16-09-2012,717502772,377
3,Vegetables,20-06-2015,278839719,338
1,Cereal,26-05-2017,371873748,534
3,Beverages,21-09-2015,641966187,291
4,Snacks,28-06-2012,804790866,424
2,Fruits,31-10-2010,196334111,586
5,Cereal,23-02-2011,922894752,459
2,Household,26-11-2014,211084115,167
3,Vegetables,26-08-2013,380356824,444
3,Cosmetics,26-05-2017,623292863,133
5,Household,13-05-2014,829733264,269
2,Household,25-08-2015,184032857,415
3,Baby Food,14-01-2015,373637568,103
5,Fruits,27-04-2014,562844884,495
2,Clothes,18-12-2014,449714028,330
5,Personal Care,21-04-2012,689937388,377
1,Snacks,23-02-2017,744230878,322
6,Cosmetics,19-01-2016,465536057,347
3,Fruits,20-01-2015,168582904,434
2,Personal Care,23-04-2016,657770192,434
2,Cereal,28-06-2015,326896750,570
2,Vegetables,24-11-2016,790073907,843
3,Cereal,20-07-2014,131725490,109
3,Clothes,15-01-2014,739709746,193
2,Meat,20-10-2016,776452577,307
4,Beverages,20-01-2015,677797067,129
2,Cereal,29-12-2014,422558057,371
6,Baby Food,17-08-2012,811014449,964
1,Cosmetics,20-09-2016,959385669,630
2,Baby Food,31-03-2011,975756156,108
3,Vegetables,29-04-2011,337883508,554
5,Cosmetics,26-12-2010,964057433,128
4,Vegetables,18-02-2014,774269473,218
2,Cereal,15-09-2015,589225804,452
1,Clothes,22-02-2011,129043281,201
2,Cosmetics,27-01-2017,860019481,203
3,Baby Food,21-03-2017,568381822,903
1,Household,17-10-2011,502141559,185
1,Fruits,18-01-2012,898604238,402
2,Cereal,21-09-2012,853760707,658
2,Clothes,18-11-2016,818332374,569
3,Meat,28-04-2015,202322518,212
3,Snacks,30-03-2015,197990214,833
3,Cereal,14-06-2016,422571790,847
1,Household,17-01-2016,563616073,270
3,Meat,31-05-2015,596850574,740
2,Office Supplies,13-05-2011,104334342,194
3,Office Supplies,30-05-2015,301862084,344
1,Cereal,19-05-2011,917708003,105
3,Cosmetics,17-03-2017,573419225,167
1,Snacks,29-06-2012,744258344,140
5,Cosmetics,22-06-2015,197250783,256
5,Beverages,22-09-2015,384053122,276
1,Personal Care,30-06-2017,718031060,114
4,Beverages,19-10-2014,183608424,848
3,Office Supplies,16-04-2010,985521543,345
2,Personal Care,19-06-2011,898819243,535
2,Baby Food,28-12-2016,311326205,114
4,Clothes,19-05-2011,662195622,260
4,Vegetables,17-09-2015,584660470,261
2,Cereal,21-09-2010,979791057,939
1,Office Supplies,16-06-2010,380398023,371
7,Cosmetics,16-10-2015,724030196,144
6,Household,23-05-2014,393253743,691
3,Personal Care,20-05-2015,540725028,797
4,Snacks,15-01-2012,223653161,272
5,Clothes,30-05-2015,451461970,232
1,Household,23-11-2014,953887784,273
2,Clothes,25-04-2012,630979430,347
3,Baby Food,24-07-2010,703098237,198
2,Clothes,15-05-2017,660918033,329
3,Clothes,13-06-2013,347918403,202
2,Snacks,13-12-2015,760009133,238
6,Beverages,24-12-2016,592696368,280
2,Personal Care,17-03-2013,821268641,281
6,Personal Care,31-03-2012,690092742,149
2,Beverages,26-02-2011,662462985,202
2,Office Supplies,19-03-2016,924810922,502
1,Cereal,26-02-2012,296036756,317
4,Office Supplies,14-11-2011,392256820,334
3,Meat,26-12-2014,865925920,203
1,Personal Care,17-03-2014,978619039,225
2,Personal Care,27-09-2015,484928214,560
5,Personal Care,22-09-2014,633979642,426
4,Household,22-01-2012,689928376,200
1,Personal Care,27-06-2013,315961062,496
1,Vegetables,30-12-2012,415243566,786
3,Meat,19-11-2012,619074714,248
1,Cereal,20-11-2015,575535809,315
6,Household,27-04-2012,266799819,427
2,Cosmetics,14-11-2013,623794114,894
3,Clothes,15-04-2010,349692523,230
3,Baby Food,29-12-2010,477238214,677
5,Snacks,29-09-2014,892523133,612
5,Household,17-10-2016,521412265,318
5,Household,13-02-2013,570082557,449
3,Cereal,25-05-2013,166830241,893
3,Baby Food,20-12-2013,169487988,656
4,Office Supplies,27-07-2016,821115434,270
3,Clothes,22-02-2014,621796834,844
3,Meat,24-03-2013,840672814,956
2,Household,18-06-2012,742407405,186
2,Baby Food,24-03-2016,398043525,139
5,Household,21-12-2013,877893292,351
1,Cereal,21-06-2010,996745193,925
1,Vegetables,26-01-2015,514501178,107
2,Snacks,26-04-2011,540065419,605
3,Cereal,14-04-2011,378381431,385
2,Cosmetics,29-06-2015,293560540,261
1,Cosmetics,20-05-2010,596077239,357
1,Fruits,13-03-2011,788174045,489
6,Beverages,27-12-2012,748369634,256
1,Meat,18-08-2014,102957618,229
2,Cosmetics,25-11-2015,900751721,343
2,Office Supplies,29-09-2015,952147567,251
2,Meat,13-09-2010,734117448,190
2,Fruits,14-03-2014,222787129,450
5,Snacks,19-03-2010,635901391,604
3,Clothes,22-01-2013,599598872,124
3,Office Supplies,30-09-2014,767600858,472
2,Personal Care,20-04-2013,489956176,440
1,Clothes,28-05-2015,537026154,244
2,Clothes,31-10-2016,988317906,146
1,Fruits,25-11-2015,584824836,105
6,Baby Food,20-03-2015,569961965,520
1,Cereal,15-01-2010,892115867,675
5,Personal Care,14-07-2012,967695367,803
2,Fruits,19-09-2016,681124293,599
2,Household,22-04-2015,710788238,346
2,Fruits,21-08-2010,697433412,339
3,Household,27-01-2017,562748324,431
2,Beverages,29-03-2011,992719304,208
6,Fruits,20-06-2012,943645179,306
2,Household,13-11-2010,792137277,496
6,Cosmetics,18-07-2016,985119426,199
5,Household,19-05-2010,689827954,214
6,Cereal,18-12-2015,943811690,434
3,Cereal,16-05-2014,681589925,756
4,Office Supplies,21-11-2014,388942468,292
2,Household,25-07-2017,864602839,203
1,Office Supplies,23-05-2016,358573424,456
6,Office Supplies,27-11-2011,279418647,264
1,Meat,29-11-2010,980073440,159
1,Baby Food,19-08-2013,267555987,736
4,Meat,30-08-2011,557671010,222
5,Beverages,13-09-2012,913662803,630
4,Snacks,15-02-2014,419574582,290
4,Beverages,24-07-2016,333311736,101
2,Beverages,18-07-2012,536607301,915
3,Snacks,17-09-2011,745135104,868
1,Clothes,19-03-2014,392145240,119
6,Meat,27-05-2016,205982768,136
3,Meat,19-07-2012,436716687,110
6,Household,18-06-2014,433558976,431
3,Fruits,27-10-2013,685702502,239
1,Cosmetics,30-08-2014,198205220,575
4,Vegetables,29-10-2010,637419307,490
3,Vegetables,29-03-2015,732472074,329
3,Cereal,25-10-2015,635003173,474
1,Cereal,27-08-2011,215373933,326
1,Cereal,13-04-2014,314258182,566
3,Fruits,27-07-2013,492642247,182
4,Fruits,25-10-2011,381824958,646
3,Fruits,19-05-2012,133417642,692
2,Meat,27-11-2015,869344127,258
6,Vegetables,15-03-2013,233456313,342
1,Baby Food,26-12-2014,755802142,119
4,Cosmetics,19-10-2015,503192555,124
2,Office Supplies,21-07-2014,389402520,899
1,Household,24-10-2010,226757228,682
5,Household,14-09-2010,359822690,421
4,Baby Food,24-02-2014,363647735,479
1,Beverages,29-07-2014,333593690,211
2,Baby Food,15-04-2012,248457801,484
3,Snacks,21-12-2012,350577437,244
4,Cosmetics,15-02-2017,477854907,177
3,Personal Care,26-01-2015,572633016,209
2,Personal Care,30-06-2015,923131644,227
2,Beverages,26-07-2015,818048274,238
4,Clothes,31-08-2015,201626431,164
6,Personal Care,27-07-2011,419245421,163
4,Fruits,28-09-2013,891266572,307
3,Meat,26-11-2015,181523168,204
3,Beverages,19-08-2015,892043769,140
4,Baby Food,15-07-2013,241536843,792
2,Meat,17-01-2014,701926219,161
3,Beverages,29-01-2015,765448224,633
1,Baby Food,29-10-2011,794651687,629
6,Cereal,14-09-2015,772397935,100
1,Fruits,24-06-2012,406526601,630
6,Clothes,14-12-2011,936974847,191
3,Clothes,21-12-2014,257883298,807
2,Snacks,23-08-2015,801796233,796
5,Cosmetics,21-09-2016,988392579,162
2,Meat,27-02-2014,279776132,302
1,Baby Food,29-03-2017,703931653,125
5,Cereal,15-02-2011,864250504,114
3,Vegetables,22-07-2016,614209830,654
3,Baby Food,25-06-2014,294940698,133
3,Cosmetics,20-08-2016,506489741,111
4,Meat,16-03-2016,528593289,494
2,Snacks,24-03-2011,611300170,600
2,Cereal,23-10-2014,307468545,659
2,Personal Care,13-05-2010,495556199,280
3,Cereal,27-10-2013,725178611,623
4,Office Supplies,15-01-2017,542359673,269
3,Fruits,15-12-2012,503640162,496
5,Cereal,15-10-2011,113756406,222
3,Meat,19-06-2013,747757232,249
2,Cereal,24-06-2011,139170444,290
3,Clothes,29-12-2012,648242986,299
6,Baby Food,31-07-2012,284520423,760
3,Clothes,29-06-2015,324614083,336
5,Clothes,16-06-2010,488593184,158
4,Vegetables,23-09-2012,385597217,512
1,Fruits,30-03-2016,294926106,279
1,Beverages,14-12-2013,713100516,363
